y_true,y_pred_baseline,y_pred_credits,base_p_average,base_p_flop,base_p_hit,p_average,p_flop,p_hit,base_confidence,confidence,p_true_baseline,p_true_credits,delta_p_true,baseline_correct,credits_correct,transition,id,title,original_title,main_genre,budget,runtime,production_scale,talent_score,cast_size,crew_size,known_actor_count,possible_franchise_flag,director_name,runtime_bucket,budget_bucket
flop,average,average,0.3850026631781116,0.29859234382164573,0.31640499300024266,0.47742280463028014,0.3602681296159215,0.16230906575379836,0.3850026631781116,0.47742280463028014,0.29859234382164573,0.3602681296159215,0.06167578579427574,0,0,stable_wrong,3489,88 Minutes,88 Minutes,Crime,30000000,108.0,mid_scale,0.015217391304347825,15,18,0,0,Jon Avnet,medium,budget_mid
flop,flop,flop,0.3320085755967775,0.40603904030697086,0.2619523840962517,0.34328036573344456,0.5235512821816298,0.13316835208492547,0.40603904030697086,0.5235512821816298,0.40603904030697086,0.5235512821816298,0.11751224187465897,1,1,stable_correct,18947,The Boat That Rocked,The Boat That Rocked,Drama,50000000,116.0,large_scale,0.06428571428571428,30,14,1,0,Richard Curtis,medium,budget_high
flop,average,flop,0.3675751964723495,0.3534640561348674,0.2789607473927831,0.2767924358475069,0.6153971357262065,0.10781042842628663,0.3675751964723495,0.6153971357262065,0.3534640561348674,0.6153971357262065,0.26193307959133905,0,1,wrong_to_correct,47502,Faithful,Faithful,Comedy,13000000,91.0,indie,0.0,10,5,0,0,Paul Mazursky,medium,budget_low
hit,hit,hit,0.20446214883124902,0.2255204829452022,0.5700173682235488,0.184288041323216,0.1435397275537643,0.6721722311230197,0.5700173682235488,0.6721722311230197,0.5700173682235488,0.6721722311230197,0.10215486289947096,1,1,stable_correct,11336,The Dead Zone,The Dead Zone,Horror,10000000,103.0,mid_scale,0.12515527950310557,20,16,1,0,David Cronenberg,medium,budget_low
flop,average,average,0.43875485762888566,0.2967671690918083,0.264477973279306,0.49053570704420324,0.4014691508539099,0.10799514210188689,0.43875485762888566,0.49053570704420324,0.2967671690918083,0.4014691508539099,0.1047019817621016,0,0,stable_wrong,13536,City By The Sea,City By The Sea,Crime,40000000,108.0,large_scale,0.1590062111801242,8,2,2,0,Michael Caton-Jones,medium,budget_mid
average,hit,average,0.3178467371767087,0.24851964821890363,0.43363361460438776,0.3948094950660472,0.3043155544409227,0.30087495049303015,0.43363361460438776,0.3948094950660472,0.3178467371767087,0.3948094950660472,0.07696275788933848,0,1,wrong_to_correct,11451,Herbie Fully Loaded,Herbie Fully Loaded,Comedy,50000000,101.0,indie,0.06428571428571428,16,109,1,0,Angela Robinson,medium,budget_high
flop,flop,average,0.3636446594403016,0.41891307773224706,0.21744226282745133,0.4594569647945092,0.32750480160641154,0.21303823359907922,0.41891307773224706,0.4594569647945092,0.41891307773224706,0.32750480160641154,-0.09140827612583552,1,0,correct_to_wrong,5550,RoboCop 3,RoboCop 3,Action,22000000,104.0,indie,0.0,22,15,0,1,Fred Dekker,medium,budget_mid
hit,average,flop,0.3686796761522596,0.3288954328098608,0.3024248910378796,0.31574479818690115,0.3491276495613515,0.3351275522517473,0.3686796761522596,0.3491276495613515,0.3024248910378796,0.3351275522517473,0.03270266121386767,0,0,stable_wrong,9281,Witness,Witness,Crime,12000000,113.0,indie,0.1590062111801242,18,7,2,0,Peter Weir,medium,budget_low
hit,flop,hit,0.22940077882161794,0.41137183398940813,0.35922738718897385,0.2654368694673244,0.24317955374787517,0.4913835767848005,0.41137183398940813,0.4913835767848005,0.35922738718897385,0.4913835767848005,0.13215618959582665,0,1,wrong_to_correct,16323,The Rose,The Rose,Drama,9250000,125.0,indie,0.0,12,20,0,0,Mark Rydell,long,budget_low
hit,flop,hit,0.2831244363131547,0.47945437957225245,0.2374211841145929,0.16179404331112898,0.3839099962907303,0.4542959603981407,0.47945437957225245,0.4542959603981407,0.2374211841145929,0.4542959603981407,0.2168747762835478,0,1,wrong_to_correct,14560,Paul Blart: Mall Cop,Paul Blart: Mall Cop,Action,26000000,91.0,mid_scale,0.04565217391304347,122,30,0,0,Steve Carr,medium,budget_mid
flop,flop,flop,0.3159272906202524,0.43522774374552387,0.24884496563422379,0.24283254655670783,0.5666165040310873,0.19055094941220482,0.43522774374552387,0.5666165040310873,0.43522774374552387,0.5666165040310873,0.13138876028556346,1,1,stable_correct,11258,Hard Rain,Hard Rain,Thriller,70000000,97.0,large_scale,0.06428571428571428,10,82,1,0,Mikael Salomon,medium,budget_high
hit,average,hit,0.36626153475123346,0.2749992566709458,0.3587392085778209,0.29678205730048735,0.1704015363750608,0.5328164063244518,0.36626153475123346,0.5328164063244518,0.3587392085778209,0.5328164063244518,0.17407719774663094,0,1,wrong_to_correct,639,When Harry Met Sally...,When Harry Met Sally...,Comedy,16000000,96.0,indie,0.09130434782608694,16,18,0,0,Rob Reiner,medium,budget_mid
flop,hit,flop,0.2834604527100315,0.32252181196693785,0.3940177353230307,0.2062141059573726,0.6149118062962504,0.178874087746377,0.3940177353230307,0.6149118062962504,0.32252181196693785,0.6149118062962504,0.29238999432931256,0,1,wrong_to_correct,152599,The Immigrant,The Immigrant,Drama,16000000,117.0,indie,0.015217391304347825,9,16,0,0,James Gray,medium,budget_mid
average,flop,hit,0.29645063482865874,0.4926697267255845,0.2108796384457567,0.2741213978534022,0.35596486186739046,0.3699137402792072,0.4926697267255845,0.3699137402792072,0.29645063482865874,0.2741213978534022,-0.022329236975256517,0,0,stable_wrong,11323,The Informant!,The Informant!,Drama,22000000,108.0,large_scale,0.43167701863354035,24,19,1,0,Steven Soderbergh,medium,budget_mid
hit,flop,flop,0.3532467735879715,0.40080850255460926,0.24594472385741917,0.3654436317513544,0.5178417228942851,0.11671464535436057,0.40080850255460926,0.5178417228942851,0.24594472385741917,0.11671464535436057,-0.1292300785030586,0,0,stable_wrong,8346,My Big Fat Greek Wedding,My Big Fat Greek Wedding,Comedy,5000000,95.0,large_scale,0.0,16,9,0,0,Joel Zwick,medium,budget_low
average,flop,hit,0.2601680428631014,0.3873375287734871,0.3524944283634115,0.20505601016569186,0.313377563375573,0.4815664264587351,0.3873375287734871,0.4815664264587351,0.2601680428631014,0.20505601016569186,-0.05511203269740955,0,0,stable_wrong,321741,Concussion,Concussion,Drama,35000000,123.0,large_scale,0.12857142857142856,72,69,2,0,Peter Landesman,long,budget_mid
average,average,flop,0.3362747155769312,0.32848852314573723,0.33523676127733154,0.27574612163588863,0.46609024805912297,0.2581636303049884,0.3362747155769312,0.46609024805912297,0.3362747155769312,0.27574612163588863,-0.0605285939410426,1,0,correct_to_wrong,51588,Prom,Prom,Comedy,8000000,104.0,indie,0.015217391304347825,22,22,0,0,Joe Nussbaum,medium,budget_low
average,average,flop,0.3849059519096773,0.2641422469251188,0.3509518011652038,0.30629109114185366,0.58038831800038,0.11332059085776644,0.3849059519096773,0.58038831800038,0.3849059519096773,0.30629109114185366,-0.07861486076782365,1,0,correct_to_wrong,11412,The Long Kiss Goodnight,The Long Kiss Goodnight,Crime,65000000,120.0,mid_scale,0.5111801242236025,15,10,2,0,Renny Harlin,medium,budget_high
hit,hit,hit,0.3058635065940846,0.3298978202347748,0.3642386731711405,0.30713180303151777,0.07221172789354123,0.620656469074941,0.3642386731711405,0.620656469074941,0.3642386731711405,0.620656469074941,0.2564177959038005,1,1,stable_correct,13223,Gran Torino,Gran Torino,Drama,33000000,116.0,large_scale,0.42826086956521736,51,74,0,0,Clint Eastwood,medium,budget_mid
hit,hit,hit,0.35234391594246783,0.09176022094432378,0.5558958631132085,0.3479616366514661,0.10426058451834505,0.5477777788301889,0.5558958631132085,0.5477777788301889,0.5558958631132085,0.5477777788301889,-0.008118084283019633,1,1,stable_correct,58,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,Adventure,200000000,151.0,mid_scale,0.14037267080745341,33,23,1,0,Gore Verbinski,long,budget_high
hit,average,hit,0.3600881677468606,0.2975613310830426,0.3423505011700968,0.3368484234489022,0.21951660484307967,0.44363497170801824,0.3600881677468606,0.44363497170801824,0.3423505011700968,0.44363497170801824,0.10128447053792144,0,1,wrong_to_correct,7326,Juno,Juno,Comedy,7500000,96.0,indie,0.12515527950310557,30,72,1,0,Jason Reitman,medium,budget_low
hit,flop,flop,0.205394332663886,0.5427032772698147,0.2519023900662993,0.1886201904014297,0.5253051470742488,0.28607466252432157,0.5427032772698147,0.5253051470742488,0.2519023900662993,0.28607466252432157,0.03417227245802229,0,0,stable_wrong,167073,Brooklyn,Brooklyn,Drama,11000000,111.0,mid_scale,0.06428571428571428,46,72,1,0,John Crowley,medium,budget_low
flop,flop,average,0.35735658189035824,0.515873788894296,0.1267696292153457,0.565730602215283,0.09109068309962635,0.34317871468509054,0.515873788894296,0.565730602215283,0.515873788894296,0.09109068309962635,-0.42478310579466966,1,0,correct_to_wrong,3683,Flags of Our Fathers,Flags of Our Fathers,War,90000000,132.0,mid_scale,0.42826086956521736,28,60,0,1,Clint Eastwood,long,budget_high
flop,flop,flop,0.3603869128340611,0.48081331684528034,0.1587997703206587,0.39784235870187074,0.4292061298573125,0.1729515114408169,0.48081331684528034,0.4292061298573125,0.48081331684528034,0.4292061298573125,-0.051607186987967846,1,1,stable_correct,126319,Ernest & Celestine,Ernest et Célestine,Animation,12516654,78.0,large_scale,0.0,25,12,0,0,Stéphane Aubier,short,budget_low
hit,flop,flop,0.2273613276273306,0.5139222675864091,0.25871640478626035,0.17057981255743548,0.5599451391901822,0.26947504825238233,0.5139222675864091,0.5599451391901822,0.25871640478626035,0.26947504825238233,0.010758643466121987,0,0,stable_wrong,21334,Children of Heaven,بچه‌های آسمان,Drama,180000,89.0,indie,0.0,3,2,0,0,Majid Majidi,short,budget_low
flop,hit,flop,0.26681566612956653,0.3405987965666811,0.3925855373037524,0.26688355971351396,0.5524892767729322,0.18062716351355387,0.3925855373037524,0.5524892767729322,0.3405987965666811,0.5524892767729322,0.21189048020625117,0,1,wrong_to_correct,7874,Black Snake Moan,Black Snake Moan,Drama,15000000,116.0,indie,0.0795031055900621,15,8,1,0,Craig Brewer,medium,budget_low
average,hit,hit,0.30696860659649,0.18112254364776392,0.511908849755746,0.18207012186043495,0.12654660286402514,0.6913832752755399,0.511908849755746,0.6913832752755399,0.30696860659649,0.18207012186043495,-0.12489848473605505,0,0,stable_wrong,1389,Out of Sight,Out of Sight,Romance,48000000,123.0,indie,0.5602484472049689,16,12,3,0,Steven Soderbergh,long,budget_high
hit,average,average,0.4506812236891373,0.20188855259236488,0.34743022371849774,0.44984389028266797,0.13491727240764412,0.4152388373096879,0.4506812236891373,0.44984389028266797,0.34743022371849774,0.4152388373096879,0.06780861359119017,0,0,stable_wrong,184315,Hercules,Hercules,Action,100000000,99.0,mid_scale,0.14037267080745341,26,77,1,0,Brett Ratner,medium,budget_high
flop,hit,hit,0.3369790123225381,0.20178744086808365,0.46123354680937834,0.3737602138226958,0.0760165102199733,0.550223275957331,0.46123354680937834,0.550223275957331,0.20178744086808365,0.0760165102199733,-0.12577093064811035,0,0,stable_wrong,8197,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,Crime,35000000,155.0,indie,0.4925465838509317,17,10,1,0,Clint Eastwood,long,budget_mid
flop,flop,hit,0.2972623952546641,0.41378966227145253,0.28894794247388345,0.28936373134708315,0.3185830423932269,0.39205322625969,0.41378966227145253,0.39205322625969,0.41378966227145253,0.3185830423932269,-0.09520661987822565,1,0,correct_to_wrong,72358,A Thousand Words,A Thousand Words,Drama,40000000,91.0,mid_scale,0.09472049689440992,44,36,1,0,Brian Robbins,medium,budget_mid
average,flop,flop,0.2829713973996583,0.49894058435847577,0.21808801824186602,0.2202147595556574,0.7133141050645275,0.06647113537981504,0.49894058435847577,0.7133141050645275,0.2829713973996583,0.2202147595556574,-0.06275663784400093,0,0,stable_wrong,8975,The Marine,The Marine,Action,20000000,92.0,mid_scale,0.0,10,57,0,0,John Bonito,medium,budget_mid
average,hit,hit,0.36877877951420207,0.03868108718365936,0.5925401333021386,0.2706730485368136,0.027645338031144807,0.7016816134320416,0.5925401333021386,0.7016816134320416,0.36877877951420207,0.2706730485368136,-0.09810573097738845,0,0,stable_wrong,1452,Superman Returns,Superman Returns,Adventure,270000000,154.0,mid_scale,0.1555900621118012,18,24,1,1,Bryan Singer,long,budget_high
flop,average,average,0.42466426907378674,0.2992201187833907,0.27611561214282254,0.540293407875967,0.30724306089886727,0.15246353122516568,0.42466426907378674,0.540293407875967,0.2992201187833907,0.30724306089886727,0.00802294211547655,0,0,stable_wrong,16643,Life or Something Like It,Life or Something Like It,Comedy,40000000,103.0,large_scale,0.10993788819875774,12,11,1,0,Stephen Herek,medium,budget_mid
hit,flop,hit,0.2609571431524731,0.38550656757280544,0.35353628927472147,0.0036609105904546863,0.006987245844261753,0.9893518435652836,0.38550656757280544,0.9893518435652836,0.35353628927472147,0.9893518435652836,0.6358155542905621,0,1,wrong_to_correct,3083,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,Comedy,1500000,129.0,indie,0.0608695652173913,213,30,0,0,Frank Capra,long,budget_low
hit,flop,flop,0.28803125810915375,0.36004402436837657,0.35192471752246957,0.347831646785821,0.38061072957849484,0.2715576236356841,0.36004402436837657,0.38061072957849484,0.35192471752246957,0.2715576236356841,-0.08036709388678548,0,0,stable_wrong,2288,Closer,Closer,Drama,27000000,104.0,indie,0.14378881987577638,18,44,2,0,Mike Nichols,medium,budget_mid
hit,average,average,0.3923827536642425,0.3387189162868188,0.26889833004893865,0.43012973909936325,0.21079030171720647,0.3590799591834302,0.3923827536642425,0.43012973909936325,0.26889833004893865,0.3590799591834302,0.09018162913449157,0,0,stable_wrong,156022,The Equalizer,The Equalizer,Thriller,55000000,132.0,large_scale,0.14037267080745341,38,82,1,0,Antoine Fuqua,long,budget_high
average,hit,average,0.32153621828242684,0.2769266303898221,0.40153715132775103,0.34632682726990327,0.3367540755106173,0.3169190972194794,0.40153715132775103,0.34632682726990327,0.32153621828242684,0.34632682726990327,0.024790608987476426,0,1,wrong_to_correct,37821,Killers,Killers,Action,75000000,100.0,mid_scale,0.0608695652173913,34,17,0,0,Robert Luketic,medium,budget_high
hit,hit,average,0.3479590972602731,0.2488784327363291,0.40316247000339783,0.38461737774898447,0.37933820260318385,0.23604441964783174,0.40316247000339783,0.38461737774898447,0.40316247000339783,0.23604441964783174,-0.1671180503555661,1,0,correct_to_wrong,9268,Eraser,Eraser,Action,100000000,115.0,indie,0.1590062111801242,18,77,2,0,Chuck Russell,medium,budget_high
hit,flop,flop,0.232971013563489,0.49859437739521867,0.2684346090412923,0.23676171312065303,0.6212631023575071,0.14197518452183977,0.49859437739521867,0.6212631023575071,0.2684346090412923,0.14197518452183977,-0.12645942451945252,0,0,stable_wrong,11249,Seed of Chucky,Seed of Chucky,Drama,12000000,87.0,indie,0.0,14,9,0,0,Don Mancini,short,budget_low
hit,flop,hit,0.4010343852750346,0.4727760301100218,0.12618958461494356,0.23221370590521279,0.16084809265800815,0.606938201436779,0.4727760301100218,0.606938201436779,0.12618958461494356,0.606938201436779,0.48074861682183545,0,1,wrong_to_correct,3062,42nd Street,42nd Street,Music,439000,89.0,indie,0.0,26,10,0,0,Lloyd Bacon,short,budget_low
hit,average,hit,0.6111009034143238,0.07896902224751733,0.3099300743381589,0.3678284774774322,0.0884812504099924,0.5436902721125755,0.6111009034143238,0.5436902721125755,0.3099300743381589,0.5436902721125755,0.2337601977744166,0,1,wrong_to_correct,127585,X-Men: Days of Future Past,X-Men: Days of Future Past,Action,250000000,131.0,large_scale,0.1555900621118012,65,86,1,0,Bryan Singer,long,budget_high
hit,flop,flop,0.3450473170623588,0.3736628992688933,0.2812897836687479,0.3369130958256767,0.5430105045791414,0.12007639959518186,0.3736628992688933,0.5430105045791414,0.2812897836687479,0.12007639959518186,-0.16121338407356606,0,0,stable_wrong,6961,The Wedding Date,The Wedding Date,Comedy,15000000,88.0,mid_scale,0.0,10,12,0,0,Clare Kilner,short,budget_low
average,flop,flop,0.29020236539308714,0.38670039878216034,0.3230972358247526,0.36972580545754097,0.4147622417465855,0.2155119527958735,0.38670039878216034,0.4147622417465855,0.29020236539308714,0.36972580545754097,0.07952344006445383,0,0,stable_wrong,15028,Clockstoppers,Clockstoppers,Adventure,26000000,94.0,mid_scale,0.03043478260869565,12,62,0,0,Jonathan Frakes,medium,budget_mid
flop,flop,flop,0.30362724740095026,0.383000569997763,0.31337218260128674,0.3574981622684153,0.438233373854377,0.20426846387720762,0.383000569997763,0.438233373854377,0.383000569997763,0.438233373854377,0.055232803856614,1,1,stable_correct,13523,Sex Drive,Sex Drive,Comedy,19000000,109.0,mid_scale,0.10993788819875774,11,33,1,0,Sean Anders,medium,budget_mid
hit,average,hit,0.3698610121970459,0.27293307664398303,0.357205911158971,0.219444055675306,0.0485773501859012,0.7319785941387928,0.3698610121970459,0.7319785941387928,0.357205911158971,0.7319785941387928,0.37477268297982186,0,1,wrong_to_correct,59108,Tower Heist,Tower Heist,Action,75000000,104.0,mid_scale,0.2046583850931677,55,19,2,1,Brett Ratner,medium,budget_high
hit,flop,flop,0.2747949738962346,0.5284627098562781,0.1967423162474874,0.21612636380846964,0.658532422626367,0.1253412135651632,0.5284627098562781,0.658532422626367,0.1967423162474874,0.1253412135651632,-0.07140110268232419,0,0,stable_wrong,121826,Quartet,Quartet,Drama,11000000,98.0,indie,0.0,14,20,0,0,Dustin Hoffman,medium,budget_low
hit,hit,hit,0.350004272555522,0.1821839261666009,0.4678118012778772,0.2959064320627246,0.06682920641426204,0.6372643615230134,0.4678118012778772,0.6372643615230134,0.4678118012778772,0.6372643615230134,0.16945256024513616,1,1,stable_correct,1979,Fantastic 4: Rise of the Silver Surfer,4: Rise of the Silver Surfer,Adventure,130000000,92.0,large_scale,0.14037267080745341,18,32,1,1,Tim Story,medium,budget_high
hit,flop,hit,0.23005590419531238,0.3893482225398386,0.38059587326484906,0.24113667448437456,0.3789861834072592,0.37987714210836615,0.3893482225398386,0.37987714210836615,0.38059587326484906,0.37987714210836615,-0.0007187311564829102,0,1,wrong_to_correct,9443,Chariots of Fire,Chariots of Fire,Drama,5500000,123.0,large_scale,0.0,17,24,0,0,Hugh Hudson,long,budget_low
hit,hit,hit,0.18227921566630878,0.21509764082786675,0.6026231435058244,0.1939240308545607,0.19394418016591883,0.6121317889795205,0.6026231435058244,0.6121317889795205,0.6026231435058244,0.6121317889795205,0.00950864547369612,1,1,stable_correct,329440,The Forest,The Forest,Horror,10000000,95.0,mid_scale,0.0,31,63,0,0,Jason Zada,medium,budget_low
flop,hit,flop,0.29779434466923355,0.2687552007870938,0.43345045454367276,0.1548269596101279,0.650382628667441,0.1947904117224311,0.43345045454367276,0.650382628667441,0.2687552007870938,0.650382628667441,0.3816274278803472,0,1,wrong_to_correct,61984,Space Battleship Yamato,Space Battleship Yamato,Science Fiction,12000000,131.0,large_scale,0.0,17,11,0,0,Takashi Yamazaki,long,budget_low
hit,average,average,0.43737388220029066,0.3526500156270626,0.20997610217264678,0.459570220885386,0.39573694754269434,0.14469283157191962,0.43737388220029066,0.459570220885386,0.20997610217264678,0.14469283157191962,-0.06528327060072717,0,0,stable_wrong,76726,Chronicle,Chronicle,Science Fiction,15000000,84.0,mid_scale,0.015217391304347825,9,71,0,0,Josh Trank,short,budget_low
hit,average,hit,0.530716530709463,0.1598466915479351,0.309436777742602,0.35324775336478237,0.09719368852782775,0.54955855810739,0.530716530709463,0.54955855810739,0.309436777742602,0.54955855810739,0.24012178036478798,0,1,wrong_to_correct,1726,Iron Man,Iron Man,Action,140000000,126.0,indie,0.268944099378882,87,21,3,0,Jon Favreau,long,budget_high
flop,hit,flop,0.10520037335820243,0.3372447316308526,0.557554895010945,0.15655442351648655,0.5955162237385737,0.24792935274493969,0.557554895010945,0.5955162237385737,0.3372447316308526,0.5955162237385737,0.2582714921077211,0,1,wrong_to_correct,33196,Tidal Wave,해운대,Action,16000000,120.0,mid_scale,0.0,13,13,0,0,Yoon Je-kyoon,medium,budget_mid
hit,hit,hit,0.3392817696744529,0.2866454475009033,0.37407278282464385,0.30428531174925455,0.16496425142342705,0.5307504368273184,0.37407278282464385,0.5307504368273184,0.37407278282464385,0.5307504368273184,0.15667765400267453,1,1,stable_correct,5722,Beyond the Valley of the Dolls,Beyond the Valley of the Dolls,Comedy,2090000,109.0,indie,0.0,22,25,0,0,Russ Meyer,medium,budget_low
hit,hit,hit,0.23946067144887398,0.20108201102568124,0.5594573175254448,0.1333974303625102,0.08160762351522843,0.7849949461222614,0.5594573175254448,0.7849949461222614,0.5594573175254448,0.7849949461222614,0.2255376285968166,1,1,stable_correct,9730,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,Horror,2600000,91.0,indie,0.0,13,8,0,1,Joseph Zito,medium,budget_low
hit,hit,average,0.3331280027521583,0.25878844948461627,0.4080835477632255,0.4450440795467297,0.16237336418601045,0.3925825562672599,0.4080835477632255,0.4450440795467297,0.4080835477632255,0.3925825562672599,-0.015500991495965566,1,0,correct_to_wrong,819,Sleepers,Sleepers,Crime,44000000,147.0,mid_scale,0.33322981366459625,21,16,4,0,Barry Levinson,long,budget_high
flop,flop,flop,0.2773030386739832,0.42128441257318056,0.30141254875283624,0.31870285223560335,0.49530433326727724,0.18599281449711932,0.42128441257318056,0.49530433326727724,0.42128441257318056,0.49530433326727724,0.07401992069409669,1,1,stable_correct,56601,The Perfect Game,The Perfect Game,Drama,12500000,118.0,large_scale,0.0,18,14,0,0,William Dear,medium,budget_low
hit,hit,hit,0.32065752669045466,0.3281510573144004,0.35119141599514503,0.41131901824973194,0.15082988131663302,0.4378511004336351,0.35119141599514503,0.4378511004336351,0.35119141599514503,0.4378511004336351,0.08665968443849009,1,1,stable_correct,7350,The Bucket List,The Bucket List,Drama,45000000,97.0,mid_scale,0.1555900621118012,22,77,1,0,Rob Reiner,medium,budget_high
flop,flop,flop,0.3457815076976885,0.349027439035337,0.3051910532669745,0.371996284689578,0.42664908204696583,0.20135463326345612,0.349027439035337,0.42664908204696583,0.349027439035337,0.42664908204696583,0.07762164301162883,1,1,stable_correct,7299,Equilibrium,Equilibrium,Action,20000000,107.0,indie,0.0795031055900621,19,81,1,0,Kurt Wimmer,medium,budget_mid
hit,flop,flop,0.24392336219049962,0.5552236904817424,0.200852947327758,0.14948496406642853,0.7038981797336397,0.14661685619993184,0.5552236904817424,0.7038981797336397,0.200852947327758,0.14661685619993184,-0.05423609112782615,0,0,stable_wrong,73981,Ayurveda: Art of Being,Ayurveda: Art of Being,Documentary,300000,101.0,mid_scale,0.0,0,1,0,0,Pan Nalin,medium,budget_low
average,hit,hit,0.3287021955053397,0.10464862354292111,0.5666491809517392,0.35267723098830595,0.11286507918952825,0.5344576898221658,0.5666491809517392,0.5344576898221658,0.3287021955053397,0.35267723098830595,0.023975035482966256,0,0,stable_wrong,8619,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,Adventure,150000000,138.0,mid_scale,0.09472049689440992,26,168,1,0,Peter Weir,long,budget_high
hit,flop,hit,0.343688843311506,0.3613691310575276,0.2949420256309665,0.3146962408686452,0.1977902176707613,0.4875135414605936,0.3613691310575276,0.4875135414605936,0.2949420256309665,0.4875135414605936,0.19257151582962712,0,1,wrong_to_correct,1369,Rambo: First Blood Part II,Rambo: First Blood Part II,Action,44000000,96.0,indie,0.09472049689440992,19,26,1,1,George P. Cosmatos,medium,budget_high
hit,average,average,0.6255419132453446,0.05997841055345867,0.3144796762011968,0.49561127750562867,0.0568577044142298,0.4475310180801416,0.6255419132453446,0.49561127750562867,0.3144796762011968,0.4475310180801416,0.1330513418789448,0,0,stable_wrong,122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,Action,250000000,144.0,large_scale,0.3065217391304348,42,127,0,0,Peter Jackson,long,budget_high
hit,flop,flop,0.3030660574272077,0.4908704340913119,0.20606350848148036,0.18539309806707363,0.5902815346730571,0.22432536725986923,0.4908704340913119,0.5902815346730571,0.20606350848148036,0.22432536725986923,0.018261858778388873,0,0,stable_wrong,1817,Phone Booth,Phone Booth,Thriller,13000000,81.0,indie,0.3521739130434782,9,12,0,0,Joel Schumacher,short,budget_low
hit,hit,hit,0.23416750925655355,0.20690580909927286,0.5589266816441736,0.2479620837087727,0.30954925458935356,0.4424886617018736,0.5589266816441736,0.4424886617018736,0.5589266816441736,0.4424886617018736,-0.11643801994229996,1,1,stable_correct,9357,One Hour Photo,One Hour Photo,Horror,12000000,96.0,indie,0.0795031055900621,24,39,1,0,Mark Romanek,medium,budget_low
hit,hit,flop,0.21025122662200071,0.38135529239190935,0.40839348098609,0.2001184500690003,0.44849541484982053,0.3513861350811791,0.40839348098609,0.44849541484982053,0.40839348098609,0.3513861350811791,-0.05700734590491091,1,0,correct_to_wrong,103731,Mud,Mud,Drama,10000000,130.0,indie,0.1590062111801242,13,17,2,0,Jeff Nichols,long,budget_low
flop,hit,average,0.3395933356024016,0.31368851005380033,0.34671815434379816,0.38120306963212597,0.2952887162380131,0.32350821412986086,0.34671815434379816,0.38120306963212597,0.31368851005380033,0.2952887162380131,-0.018399793815787213,0,0,stable_wrong,97614,Deadfall,Deadfall,Crime,12000000,95.0,large_scale,0.015217391304347825,34,51,0,0,Stefan Ruzowitzky,medium,budget_low
hit,hit,hit,0.22863176742786248,0.22790803203346463,0.5434602005386729,0.023185461331858663,0.05729748900726635,0.919517049660875,0.5434602005386729,0.919517049660875,0.5434602005386729,0.919517049660875,0.37605684912220205,1,1,stable_correct,770,Gone with the Wind,Gone with the Wind,Drama,4000000,238.0,indie,0.015217391304347825,133,48,0,0,Victor Fleming,long,budget_low
hit,flop,flop,0.15108692859015993,0.45632891993094693,0.39258415147889314,0.12538353087357826,0.610373119250321,0.26424334987610076,0.45632891993094693,0.610373119250321,0.39258415147889314,0.26424334987610076,-0.12834080160279238,0,0,stable_wrong,10643,Godzilla 2000,Gojira ni-sen mireniamu,Adventure,1000000,107.0,indie,0.0,16,6,0,0,Takao Okawara,medium,budget_low
hit,flop,flop,0.26421454245342046,0.42422431912975267,0.3115611384168268,0.255775629722718,0.6228901713922846,0.1213341988849974,0.42422431912975267,0.6228901713922846,0.3115611384168268,0.1213341988849974,-0.1902269395318294,0,0,stable_wrong,8456,Never Back Down,Never Back Down,Drama,20000000,115.0,mid_scale,0.015217391304347825,10,10,0,0,Jeff Wadlow,medium,budget_mid
hit,flop,flop,0.3215771041547047,0.44403360881408194,0.2343892870312133,0.2757641742381838,0.5269567544625339,0.19727907129928232,0.44403360881408194,0.5269567544625339,0.2343892870312133,0.19727907129928232,-0.03711021573193099,0,0,stable_wrong,109513,Hit & Run,Hit & Run,Action,2000000,100.0,mid_scale,0.0,18,34,0,0,Dax Shepard,medium,budget_low
hit,average,average,0.43584663790780703,0.15992700273379334,0.4042263593583997,0.47600484777804003,0.06676974676495127,0.4572254054570086,0.43584663790780703,0.47600484777804003,0.4042263593583997,0.4572254054570086,0.05299904609860895,0,0,stable_wrong,693,Meet the Fockers,Meet the Fockers,Comedy,80000000,115.0,mid_scale,0.33322981366459625,19,99,4,0,Jay Roach,medium,budget_high
hit,hit,hit,0.381323587036816,0.23176528363727714,0.3869111293259069,0.2738900293738037,0.19633556193062843,0.5297744086955678,0.3869111293259069,0.5297744086955678,0.3869111293259069,0.5297744086955678,0.14286327936966092,1,1,stable_correct,20943,The Ugly Truth,The Ugly Truth,Comedy,38000000,96.0,indie,0.12515527950310557,74,17,1,0,Robert Luketic,medium,budget_mid
